hebrew,count,english_translation,transliteration
התיישבות,14,Settlement,htyyšvwt
סגנונות,14,Styles,sgnwnwt
מוחקים,14,Erased,mwḥqym
פורמט,14,format,pwrmṭ
ארז,14,cedar,ʾrz
שלפנינו,14,Before us,šlpnynw
דואל,14,Duel,dwʾl
הימי,14,Naval,hymy
חיוג,14,dialing,ḥywg
שורשים,14,Roots,šwršym
הנוהל,14,The procedure,hnwhl
משטר,14,regime,mšṭr
נפגעה,14,Has been injured,npgʿh
הקומיקס,14,The comic,hqwmyqs
ולהרחיב,14,And expand,wlhrḥyv
פלישה,14,invasion,plyšh
הצבאות,14,The armies,hṣvʾwt
כפילות,14,duplication,kpylwt
הפליטים,14,The refugees,hplyṭym
כיה,14,Soak,kyh
שבוצע,14,Performed,švwṣʿ
מתמטי,14,Mathematical,mtmṭy
בעריכת,14,In editing,vʿrykt
סטטיסטיקה,14,statistics,sṭṭysṭyqh
אעיר,14,I will comment,ʾʿyr
המודיעין,14,Intelligence,hmwdyʿyn
מסמכים,14,Documents,msmkym
הבהרה,14,clarification,hvhrh
מדענים,14,Scientists,mdʿnym
קפלר,14,Kepler,qplr
הקורס,14,The course,hqwrs
ביפו,14,In Jaffa,vypw
ממרכז,14,From the center,mmrkz
הלטינית,14,Latin,hlṭynyt
בקורס,14,In the course,vqwrs
אינפלציה,14,inflation,ʾynplṣyh
תרגם,14,translation,trgm
גרין,14,Green,gryn
תאוצה,14,acceleration,tʾwṣh
שהתבנית,14,That the pattern,šhtvnyt
הסגר,14,blockade,hsgr
מתקן,14,device,mtqn
העריכות,14,The edits,hʿrykwt
מנהטן,14,Manhattan,mnhṭn
זמר,14,singer,zmr
אקדמי,14,academic,ʾqdmy
טיוטה,14,draft,ṭywṭh
הקיסרות,14,Empire,hqysrwt
הרשיון,14,The license,hršywn
אלדד,14,Eldad,ʾldd
עצמים,14,Objects,ʿṣmym
נדפס,14,Printed,ndps
אנרכיזם,14,Anarchism,ʾnrkyzm
גלית,14,Goliath,glyt
ויקיפדיות,14,Wikipedia,wyqypdywt
משתדל,14,Tries,mštdl
שביעי,14,seventh,švyʿy
פרויד,14,Freud,prwyd
טבלאות,14,Tables,ṭvlʾwt
מכהן,14,Serves,mkhn
בנוסח,14,In a word,vnwsḥ
כנס,14,conference,kns
אגד,14,bundle,ʾgd
גנטי,14,genetic,gnṭy
מקורו,14,Originated,mqwrw
האזרחי,14,Civilian,hʾzrḥy
שטות,14,nonsense,šṭwt
שקול,14,Consider,šqwl
זלזול,14,contempt,zlzwl
דניס,14,Dennis,dnys
מתמטית,14,Mathematical,mtmṭyt
עריכת,14,Editing,ʿrykt
לנקות,14,clean,lnqwt
שומרון,14,Samaria,šwmrwn
לקישור,14,For a link,lqyšwr
לתוכן,14,For content,ltwkn
סי,14,si,sy
ליחס,14,To attitude,lyḥs
מיפוי,14,Mapping,mypwy
הגרעין,14,The nucleus,hgrʿyn
פרו,14,Peru,prw
שיכתוב,14,To write,šyktwv
פיתרון,14,A solution,pytrwn
ספוילרים,14,ספוילרים,spwylrym
ידנית,14,Manually,ydnyt
אופטית,14,Optical,ʾwpṭyt
משער,14,A guess,mšʿr
חותמים,14,Signs,ḥwtmym
עודדי,14,Oded,ʿwddy
אצליח,14,I will succeed,ʾṣlyḥ
הרס,14,destruction,hrs
אעלה,14,I will come up,ʾʿlh
פייר,14,Pierre,pyyr
צודקים,14,Right,ṣwdqym
החלקיקים,14,The particles,hḥlqyqym
שקרים,14,Lies,šqrym
משתייכים,14,Belong to,mštyykym
זעירה,14,Tiny,zʿyrh
גברי,14,male,gvry
מסה,14,mass,msh
הפסיק,14,Stopped,hpsyq
השלמים,14,The whole,hšlmym
המסכה,14,The mask,hmskh
המרוכבים,14,The rides,hmrwkvym
נגסאקי,14,Nagasaki,ngsʾqy
המבקשים,14,Applicants,hmvqšym
זדורוב,14,Zdorov,zdwrwv
סולימאני,14,Suleimani,swlymʾny
הרחפת,14,Hovering,hrḥpt
שסק,14,loquat,šsq
בדרכים,13,On the way,vdrkym
מיץ,13,juice,myṣ
מלאות,13,fullness,mlʾwt
לצפון,13,To the north,lṣpwn
ובצדק,13,And rightly,wvṣdq
בפרשה,13,In the affair,vpršh
נפגע,13,injured,npgʿ
האשמה,13,accusation,hʾšmh
מדהימה,13,Amazing,mdhymh
ולנסות,13,And try,wlnswt
מני,13,Manny,mny
תיקונים,13,Repairs,tyqwnym
שהבאתי,13,Which I have brought,šhvʾty
התוספות,13,addition,htwspwt
קוראת,13,Reads,qwrʾt
מפעלים,13,Factories,mpʿlym
לעצב,13,design,lʿṣv
למכור,13,sell,lmkwr
נמכר,13,Sold,nmkr
שאומרים,13,Who say,šʾwmrym
בסכום,13,In the amount,vskwm
הסכום,13,The amount,hskwm
חיצונית,13,External,ḥyṣwnyt
מרשימה,13,Impressive,mršymh
שהכי,13,Most,šhky
להיפגש,13,Meet,lhypgš
ישבה,13,Sitting,yšvh
מבקר,13,controller,mvqr
הגבלות,13,Restrictions,hgvlwt
לבחירת,13,To choose,lvḥyrt
לחלץ,13,rescue,lḥlṣ
בטיחות,13,safety,vṭyḥwt
לנקודה,13,To a point,lnqwdh
עוסקת,13,Engages,ʿwsqt
לכפות,13,force,lkpwt
הנהלת,13,The management,hnhlt
במוסדות,13,In institutions,vmwsdwt
שו,13,Shaw,šw
תמצאו,13,You will find,tmṣʾw
מעלים,13,Raises,mʿlym
תוכנות,13,Software,twknwt
ילדיהם,13,Their children,yldyhm
השוליים,13,The margins,hšwlyym
חדרי,13,ventricular,ḥdry
מבוגרים,13,Adults,mvwgrym
חרדיות,13,Haredi,ḥrdywt
שבארצות,13,In the countries,švʾrṣwt
משטרת,13,Police,mšṭrt
למשפחות,13,To families,lmšpḥwt
ופשוט,13,And just,wpšwṭ
יעד,13,target,yʿd
פלוס,13,plus,plws
בהוצאה,13,In an expense,vhwṣʾh
בספרים,13,In the books,vsprym
הניצחון,13,The victory,hnyṣḥwn
עומר,13,Omar,ʿwmr
בקריית,13,In Kiryat,vqryyt
מוצקין,13,Motzkin,mwṣqyn
מהחיים,13,From life,mhḥyym
דיבור,13,Speech,dyvwr
המנהלים,13,The executives,hmnhlym
מוח,13,brain,mwḥ
דחה,13,Rejected,dḥh
מצבם,13,Their condition,mṣvm
הפיכת,13,Becoming,hpykt
חייבות,13,Must,ḥyyvwt
שמצאתי,13,Which I found,šmṣʾty
הכלכלית,13,Economic,hklklyt
אוקטובר,13,October,ʾwqṭwvr
המנחה,13,The facilitator,hmnḥh
אויבים,13,Enemies,ʾwyvym
הגרעיני,13,The nuclei,hgrʿyny
וכאן,13,And here,wkʾn
תרבותי,13,cultural,trvwty
סדנאות,13,Workshops,sdnʾwt
רבע,13,quarter,rvʿ
תעשו,13,Do,tʿšw
הספק,13,power,hspq
האלוף,13,The champion,hʾlwp
יואב,13,Yoav,ywʾv
מהמקרים,13,From the cases,mhmqrym
מעמדו,13,His status,mʿmdw
נציב,13,commissioner,nṣyv
הסופית,13,The final,hswpyt
שווים,13,Equal,šwwym
הנדרש,13,Required,hndrš
מניעת,13,Preventing,mnyʿt
בעשרות,13,In tens,vʿšrwt
התרופה,13,The drug,htrwph
הראו,13,Have shown,hrʾw
שקיבלו,13,Who received,šqyvlw
חסימת,13,Blocking,ḥsymt
אמות,13,Cubits,ʾmwt
מהתקופה,13,From the period,mhtqwph
טוענת,13,Loading,ṭwʿnt
ולעיתים,13,And sometimes,wlʿytym
ההקשר,13,The context,hhqšr
היסטוריונים,13,Historians,hysṭwrywnym
ההיסטוריונים,13,Historians,hhysṭwrywnym
שרבים,13,That many,šrvym
ימות,13,Will die,ymwt
בסוד,13,In a secret,vswd
אזי,13,then,ʾzy
אקראי,13,random,ʾqrʾy
לפענח,13,decipher,lpʿnḥ
רונלד,13,Ronald,rwnld
ארד,13,bronze,ʾrd
גורל,13,fate,gwrl
בדבריו,13,In his words,vdvryw
יכלה,13,Could,yklh
מג,13,Mega,mg
פוסק,13,arbiter,pwsq
בטן,13,stomach,vṭn
להפגין,13,demonstrate,lhpgyn
רגשות,13,Emotions,rgšwt
כרוך,13,bound,krwk
משנים,13,Change,mšnym
ריבוי,13,Plurality,ryvwy
שהרי,13,Since,šhry
מתפתח,13,developing,mtptḥ
ההנחיות,13,The guidelines,hhnḥywt
נגרם,13,Caused,ngrm
רפואיות,13,Medical,rpwʾywt
רועי,13,Roy,rwʿy
מחודשת,13,Renewed,mḥwdšt
באחריות,13,It is a responsibility,vʾḥrywt
פעלה,13,Has been operating,pʿlh
כלכליים,13,Economic,klklyym
הנוהג,13,The driver,hnwhg
המרכיבים,13,The ingredients,hmrkyvym
בריאן,13,Brian,vryʾn
לפרוש,13,spread,lprwš
נישאו,13,Were married,nyšʾw
ושלושה,13,And three,wšlwšh
שווי,13,value,šwwy
בקבוצות,13,In groups,vqvwṣwt
שלמעשה,13,That actually,šlmʿšh
ריאל,13,real,ryʾl
מדריד,13,Madrid,mdryd
אחוזי,13,A percentage,ʾḥwzy
לוחץ,13,Pressed,lwḥṣ
שמעולם,13,Who never,šmʿwlm
השפיעו,13,Have influenced,hšpyʿw
מוזרה,13,Strange,mwzrh
ויהיה,13,And there will be,wyhyh
בשבועות,13,In weeks,všvwʿwt
ונגד,13,And against,wngd
מערבית,13,Western,mʿrvyt
בינוני,13,medium,vynwny
האריס,13,Harris,hʾrys
מקדם,13,coefficient,mqdm
להט,13,glow,lhṭ
פנסילבניה,13,Pennsylvania,pnsylvnyh
חלקן,13,Some,ḥlqn
שידורי,13,Broadcasts,šydwry
התעמולה,13,Propaganda,htʿmwlh
דרעי,13,Deri,drʿy
יופיע,13,Will appear,ywpyʿ
שהרב,13,That the rabbi,šhrv
גרפיקה,13,graphics,grpyqh
איתנו,13,with us,ʾytnw
המיון,13,Sort,hmywn
מיון,13,sorting,mywn
סגר,13,closure,sgr
עדכון,13,updating,ʿdkwn
יואל,13,Joel,ywʾl
שלמות,13,integrity,šlmwt
בהלכה,13,In Halacha,vhlkh
בשוגג,13,Inadvertently,všwgg
הספרייה,13,The library,hspryyh
עודכן,13,Updated,ʿwdkn
בחורף,13,In winter,vḥwrp
יהודיות,13,Jewish,yhwdywt
דחו,13,Reject,dḥw
השמחה,13,The joy,hšmḥh
שומעים,13,Hear,šwmʿym
מגדר,13,Gender,mgdr
אפשרה,13,Enabled,ʾpšrh
לטייל,13,To travel,lṭyyl
בליווי,13,Accompanied by,vlywwy
כרמל,13,Carmel,krml
לתל,13,To the Tel,ltl
באישור,13,In approval,vʾyšwr
מתקפת,13,An offensive,mtqpt
שמץ,13,trace,šmṣ
פופולריות,13,popularity,pwpwlrywt
עשירים,13,Rich,ʿšyrym
תה,13,tea,th
נמוכות,13,Low,nmwkwt
בברוקלין,13,In Brooklyn,vvrwqlyn
ליבה,13,Core,lyvh
מאליו,13,For granted,mʾlyw
עוררה,13,Has aroused,ʿwrrh
מבקרים,13,Visitors,mvqrym
דאג,13,Worried about,dʾg
שמתאים,13,That fits,šmtʾym
בטקס,13,In the ceremony,vṭqs
שכמעט,13,Who almost,škmʿṭ
כשנתיים,13,About two years,kšntyym
דיפלומטית,13,Diplomatic,dyplwmṭyt
שמיר,13,dill,šmyr
מלכים,13,Kings,mlkym
ונסון,13,Venson,wnswn
ציינה,13,Noted,ṣyynh
וצרפת,13,And France,wṣrpt
ל־,13,to-,l־
לבטח,13,insure,lvṭḥ
פשיטת,13,A raid,pšyṭt
שטרם,13,Yet,šṭrm
תעזור,13,Will help,tʿzwr
דמוי,13,like,dmwy
מעץ,13,A wooden,mʿṣ
החופשי,13,Free,hḥwpšy
נוהל,13,procedure,nwhl
הציוד,13,The equipment,hṣywd
משחית,13,destructive,mšḥyt
מודרניים,13,Modern,mwdrnyym
הא,13,Ha,hʾ
לכמות,13,For quantity,lkmwt
יעבוד,13,Will work,yʿvwd
לבעיות,13,For problems,lvʿywt
להסתמך,13,Rely,lhstmk
שאדם,13,That man,šʾdm
השפלה,13,humiliation,hšplh
דצמבר,13,December,dṣmvr
נטען,13,loaded,nṭʿn
עצומות,13,Trees,ʿṣwmwt
המומלץ,13,Recommended,hmwmlṣ
עמיתים,13,Peers,ʿmytym
פחותה,13,Less,pḥwth
לדירה,13,To the apartment,ldyrh
מכסה,13,cover,mksh
עגל,13,calf,ʿgl
קרח,13,ice,qrḥ
זית,13,olive,zyt
ענפי,13,Branches,ʿnpy
שעולה,13,Rising,šʿwlh
שבועי,13,weekly,švwʿy
האצ,13,Hazel,hʾṣ
נדירות,13,rarity,ndyrwt
תכנן,13,Plan,tknn
נפרדות,13,Separate,nprdwt
סתירות,13,סתירות,styrwt
קתולית,13,Catholic,qtwlyt
הרדיו,13,Radio,hrdyw
בבת,13,In a daughter,vvt
מחובר,13,connected,mḥwvr
המרכזיים,13,The central,hmrkzyym
המחבר,13,The author,hmḥvr
לקולנוע,13,To cinema,lqwlnwʿ
מרתק,13,exciting,mrtq
מרכיבים,13,Components,mrkyvym
הלימוד,13,Study,hlymwd
אמונה,13,faith,ʾmwnh
בנויה,13,Built,vnwyh
גרר,13,drag,grr
במדי,13,In the uniform,vmdy
מושך,13,attractive,mwšk
הוקרה,13,recognition,hwqrh
ישנות,13,Are old,yšnwt
לאה,13,To a li,lʾh
קלישאה,13,A cliche,qlyšʾh
מעודכן,13,updated,mʿwdkn
נחוצה,13,Necessary,nḥwṣh
בסוג,13,In the type,vswg
זהירות,13,caution,zhyrwt
צופה,13,viewer,ṣwph
הולדת,13,birth,hwldt
במטבח,13,In the kitchen,vmṭvḥ
רגלים,13,Feet,rglym
היפה,13,The beautiful,hyph
הזכוכית,13,The glass,hzkwkyt
המבקרים,13,Visitors,hmvqrym
עיקריים,13,Main,ʿyqryym
בנגב,13,In the Negev,vngv
מדיה,13,Media,mdyh
הקשת,13,The bow,hqšt
המטבח,13,The kitchen,hmṭvḥ
שערי,13,Gates,šʿry
בסיסיים,13,Basic,vsysyym
התכונות,13,The features,htkwnwt
מיתוס,13,myth,mytws
לחשב,13,calculate,lḥšv
וייס,13,Weiss,wyys
גוטמן,13,Gutman,gwṭmn
העולה,13,Rising,hʿwlh
בחינת,13,Examination,vḥynt
מגילת,13,A scroll,mgylt
ליבוביץ,13,Leibowitz,lyvwvyṣ
מכפי,13,From,mkpy
ביהודה,13,In Judea,vyhwdh
המעמד,13,The class,hmʿmd
מיכה,13,Micah,mykh
שנוכל,13,That we can,šnwkl
לעם,13,To the people,lʿm
בדירה,13,In the apartment,vdyrh
שמעה,13,Heard,šmʿh
ואמרה,13,And said,wʾmrh
סוגיה,13,issue,swgyh
הגיונית,13,Logical,hgywnyt
בהווה,13,In the present,vhwwh
אקראית,13,Random,ʾqrʾyt
משלב,13,Incorporate,mšlv
בז,13,falcon,vz
נחמדה,13,Nice,nḥmdh
נשארים,13,Are left,nšʾrym
ברח,13,Fled,vrḥ
הרשמית,13,The official,hršmyt
עמית,13,colleague,ʿmyt
אבטחת,13,Secure,ʾvṭḥt
הארגונים,13,The organizations,hʾrgwnym
מחצי,13,From half,mḥṣy
לגרמניה,13,To Germany,lgrmnyh
ולהמשיך,13,And continue,wlhmšyk
הגיב,13,Responded,hgyv
לכולנו,13,To all of us,lkwlnw
יהפוך,13,Will become,yhpwk
יקום,13,universe,yqwm
לסוג,13,type,lswg
מוזיקלי,13,Musical,mwzyqly
אקבל,13,I will receive,ʾqvl
בתמורה,13,In return,vtmwrh
שכזו,13,Such,škzw
שופט,13,judge,šwpṭ
לכוח,13,To force,lkwḥ
מוסרית,13,Moral,mwsryt
פרסומים,13,Publications,prswmym
האפשרויות,13,The options,hʾpšrwywt
נהוגה,13,Practiced,nhwgh
ואלה,13,Walla,wʾlh
רשאית,13,May,ršʾyt
שנקבעו,13,Prescribed,šnqvʿw
סובל,13,suffering,swvl
הועלו,13,Have been raised,hwʿlw
נהיגה,13,driving,nhygh
מעצם,13,Bone,mʿṣm
ורצוי,13,And desirable,wrṣwy
לברית,13,To the alliance,lvryt
למאבק,13,To the fight,lmʾvq
מגוחך,13,ridiculous,mgwḥk
הגה,13,wheel,hgh
בשעת,13,In the time,všʿt
אינסוף,13,infinite,ʾynswp
הביטלס,13,The Beatles,hvyṭls
המוצא,13,The origin,hmwṣʾ
עמדות,13,Attitudes,ʿmdwt
רחוקים,13,Distant,rḥwqym
אדמות,13,Lands,ʾdmwt
החופש,13,The freedom,hḥwpš
בשבילו,13,For him,všvylw
שרי,13,sherry,šry
קח,13,Take,qḥ
הקצרים,13,Shorts,hqṣrym
הצנזורה,13,The censorship,hṣnzwrh
רפאל,13,Raphael,rpʾl
התחום,13,The field,htḥwm
פילוסוף,13,philosopher,pylwswp
האחר,13,The other,hʾḥr
הנוצרית,13,Christian,hnwṣryt
בשיר,13,In the song,všyr
שהעניין,13,That interest,šhʿnyyn
לחברים,13,To friends,lḥvrym
מיין,13,My,myyn
חלשה,13,Weak,ḥlšh
היכל,13,The hall,hykl
החטיבה,13,The brigade,hḥṭyvh
דרש,13,Required,drš
המכיל,13,Containing,hmkyl
לתנועת,13,For the movement,ltnwʿt
הרוסים,13,The Russians,hrwsym
הפרשה,13,The secretion,hpršh
תביעת,13,A claim,tvyʿt
קטעי,13,Excerpts,qṭʿy
במוסד,13,In the institution,vmwsd
המלצות,13,Recommendations,hmlṣwt
הייצור,13,Production,hyyṣwr
לשכת,13,Bureau,lškt
מועצה,13,Council,mwʿṣh
המשוער,13,The estimated,hmšwʿr
המבחן,13,The test,hmvḥn
להרכיב,13,assemble,lhrkyv
הרצאות,13,Lectures,hrṣʾwt
בתפקוד,13,In function,vtpqwd
בשבילך,13,For you,všvylk
פרצו,13,Broke out,prṣw
חלון,13,window,ḥlwn
לפתע,13,suddenly,lptʿ
האביב,13,Spring,hʾvyv
היער,13,The forest,hyʿr
בודאי,13,certainly,vwdʾy
נפרדים,13,Separate,nprdym
חופשה,13,freedom,ḥwpšh
הנסיכות,13,The princesses,hnsykwt
זקנה,13,old age,zqnh
בתודה,13,In thanks,vtwdh
שזוהי,13,Which is,šzwhy
טוש,13,March,ṭwš
אוצר,13,curator,ʾwṣr
לספור,13,count,lspwr
בהיר,13,bright,vhyr
מהתבלין,13,From the spice,mhtvlyn
עזרו,13,Help,ʿzrw
אבחון,13,diagnosis,ʾvḥwn
גזענות,13,racism,gzʿnwt
שכנה,13,A neighbor,šknh
וכעת,13,And now,wkʿt
להקדיש,13,Devote,lhqdyš
מתכוונת,13,Mean,mtkwwnt
הפלמ,13,The flame,hplm
שיפורים,13,Improvements,šypwrym
התותחנים,13,The Gunners,htwtḥnym
חלוקים,13,Disagreements,ḥlwqym
פרנץ,13,Franz,prnṣ
התוכל,13,Capable,htwkl
והרצגובינה,13,And Herzgovina,whrṣgwvynh
מפרץ,13,bay,mprṣ
כמרכז,13,As a center,kmrkz
המקובלים,13,The Kabbalists,hmqwvlym
הצרפתים,13,The French,hṣrptym
דוברי,13,Speaking,dwvry
לקידום,13,To promote,lqydwm
נפוצים,13,Common,npwṣym
בקטגוריות,13,In categories,vqṭgwrywt
הלוגיקה,13,Logic,hlwgyqh
יכתוב,13,Will write,yktwv
אזרחיה,13,Its citizens,ʾzrḥyh
לקישורים,13,For links,lqyšwrym
השישית,13,Sixth,hšyšyt
פלסטין,13,Palestine,plsṭyn
הייעוץ,13,Consulting,hyyʿwṣ
ממייסדי,13,From the founders,mmyysdy
ושומרון,13,And Samaria,wšwmrwn
ציונית,13,Zionist,ṣywnyt
אייכמן,13,Eichmann,ʾyykmn
העלתי,13,I have brought up,hʿlty
הפסטיבל,13,The festival,hpsṭyvl
יווצר,13,Will be created,ywwṣr
אביעד,13,Aviad,ʾvyʿd
הפיזיקה,13,The physics,hpyzyqh
לפריז,13,To Paris,lpryz
באמנות,13,In art,vʾmnwt
ממפעילים,13,From operators,mmpʿylym
ביקורות,13,Reviews,vyqwrwt
ההצבעות,13,Votes,hhṣvʿwt
מפורש,13,explicit,mpwrš
ספורטאים,13,Athletes,spwrṭʾym
ויקפדיה,13,Wikipedia,wyqpdyh
הקצרמר,13,The short,hqṣrmr
טענתי,13,I claimed,ṭʿnty
בכנסייה,13,In the church,vknsyyh
פסבדו,13,pseudo,psvdw
סוריה,13,Syria,swryh
הלוי,13,Halevi,hlwy
לבכם,13,Your heart,lvkm
מימין,13,to the right,mymyn
וירג,13,Virg,wyrg
יניה,13,Yi,ynyh
ילדותו,13,His childhood,yldwtw
וילסון,13,Wilson,wylswn
הנצחה,13,Commemorative,hnṣḥh
אבות,13,patriarchs,ʾvwt
השביעית,13,Seventh,hšvyʿyt
שהתקבל,13,Obtained,šhtqvl
להבנה,13,To an understanding,lhvnh
האוסקר,13,The Oscar,hʾwsqr
כרונולוגית,13,Chronological,krwnwlwgyt
הפונקציה,13,The function,hpwnqṣyh
דיוקן,13,portrait,dywqn
תנ,13,Tin,tn
בכוונתי,13,I intended,vkwwnty
לרמוז,13,imply,lrmwz
הרובע,13,The borough,hrwvʿ
מהפך,13,reverse,mhpk
השחורה,13,Black,hšḥwrh
טרנסניסטריה,13,Transnorial,ṭrnsnysṭryh
הרחוק,13,The distant,hrḥwq
שמבין,13,Who understands,šmvyn
צלם,13,photographer,ṣlm
שיצרתי,13,That I created,šyṣrty
חלופי,13,alternative,ḥlwpy
גרנט,13,Grant,grnṭ
בפתיח,13,In an opening,vptyḥ
למובחר,13,To the selected,lmwvḥr
מייסד,13,Founder,myysd
המגן,13,The shield,hmgn
שתוכל,13,That you can,štwkl
כלכלת,13,Economy,klklt
באסלאם,13,In Islam,vʾslʾm
נקראים,13,Are called,nqrʾym
זבולון,13,Zebulun,zvwlwn
גנרל,13,general,gnrl
רבני,13,rabbinical,rvny
האין,13,No,hʾyn
בניינים,13,Buildings,vnyynym
זרימה,13,flow,zrymh
ספרדי,13,Spanish,sprdy
במתמטיקה,13,In math,vmtmṭyqh
תפילין,13,Tefillin,tpylyn
במוזיקה,13,In music,vmwzyqh
חשוד,13,suspect,ḥšwd
עטיפת,13,A wrapping,ʿṭypt
בתעתיק,13,In a transcript,vtʿtyq
כשם,13,As the same,kšm
וכדאי,13,And worthwhile,wkdʾy
לנוכח,13,In view of,lnwkḥ
מדווח,13,Reports,mdwwḥ
כמלך,13,As a king,kmlk
חפש,13,Search,ḥpš
חגים,13,Holidays,ḥgym
כוחה,13,Attorney,kwḥh
שויקיפדיה,13,Wikipedia,šwyqypdyh
בפסטיבל,13,At the festival,vpsṭyvl
שאמרת,13,That you said,šʾmrt
קליפ,13,Clip,qlyp
ממשי,13,real,mmšy
נוהגת,13,Drive,nwhgt
מותה,13,A death,mwth
היווני,13,Greek,hywwny
ועליו,13,With him,wʿlyw
אופנהיימר,13,Oppenheimer,ʾwpnhyymr
קדומים,13,Ancients,qdwmym
הארכיון,13,The archive,hʾrkywn
הופסק,13,Has been discontinued,hwpsq
פלורידה,13,Florida,plwrydh
מתקיימות,13,Take place,mtqyymwt
הסינגל,13,The single,hsyngl
נחום,13,Nahum,nḥwm
לוחצים,13,Press,lwḥṣym
תרגמת,13,You have translated,trgmt
הלוח,13,The board,hlwḥ
יורש,13,successor,ywrš
הצגה,13,presentation,hṣgh
עובדתית,13,factually,ʿwvdtyt
קרינת,13,Radiation,qrynt
לבאר,13,explain,lvʾr
שוורץ,13,Schwartz,šwwrṣ
גוונא,13,Gona,gwwnʾ
טבעת,13,ring,ṭvʿt
דני,13,Danish,dny
סגורים,13,Are closed,sgwrym
חסם,13,Blocked,ḥsm
ברבי,13,Barbie,vrvy
מדר,13,Mad,mdr
אייזק,13,Isaac,ʾyyzq
אחרונה,13,Last,ʾḥrwnh
להקת,13,A band,lhqt
זכורה,13,Remember,zkwrh
ההיגוי,13,The steering,hhygwy
תכונה,13,attribute,tkwnh
