Hebrew,English
במשהו(vmšhw),In something
התגלה(htglh),Has been discovered
באורך(vʾwrk),In length
הרלוונטיים(hrlwwnṭyym),Relevant
הדרכים(hdrkym),The ways
התחושה(htḥwšh),The feeling
העברה(hʿvrh),transference
נחשבו(nḥšvw),Were considered
איציק(ʾyṣyq),Itzik
בברזיל(vvrzyl),In Brazil
אסתר(ʾstr),Esther
פרסים(prsym),Awards
מוזכרת(mwzkrt),Mentioned
שניתנו(šnytnw),Rendered
שעת(šʿt),Time
המאמץ(hmʾmṣ),The effort
זעם(zʿm),rage
חודשי(ḥwdšy),Monthly
האנטי(hʾnṭy),Anti
החברתי(hḥvrty),The social
משירות(mšyrwt),From service
סלע(slʿ),rock
שחל(šḥl),That applies
לקבוצת(lqvwṣt),To the group
בחומרים(vḥwmrym),In the materials
שומן(šwmn),fat
התקפות(htqpwt),Attacks
מעקב(mʿqv),tracking
העסקים(hʿsqym),Business
בלימודי(vlymwdy),In my studies
לשר(lšr),To the minister
שוחררו(šwḥrrw),Have been released
ליברמן(lyvrmn),Lieberman
דולרים(dwlrym),Dollars
שוני(šwny),difference
מתוק(mtwq),sweet
בחג(vḥg),On holiday
תערובת(tʿrwvt),mixture
נישואים(nyšwʾym),Marriage
שבן(švn),A son
בשנית(všnyt),Again
ערכו(ʿrkw),Edited
משלוש(mšlwš),triangular
אהרון(ʾhrwn),Aaron
בדמות(vdmwt),In the character
לבדה(lvdh),by herself
אישר(ʾyšr),Confirmed
חובות(ḥwvwt),Duties
הלשכה(hlškh),The bureau
המחוזות(hmḥwzwt),The districts
מחיי(mḥyy),From my life
מעבירים(mʿvyrym),Transfer
לימון(lymwn),lemon
אילת(ʾylt),Eilat
מבוטל(mvwṭl),canceled
הוציאה(hwṣyʾh),Has issued
שקטה(šqṭh),Quiet
ברכות(vrkwt),Blessings
השקעה(hšqʿh),investment
עבדו(ʿvdw),Have worked
משאירים(mšʾyrym),Leaving
הפרמטרים(hprmṭrym),The parameters
שחסר(šḥsr),Lacking
מכמה(mkmh),From some
מנהלי(mnhly),administrative
הכיתוב(hkytwv),The caption
נגיף(ngyp),virus
חיידקים(ḥyydqym),Bacteria
במעט(vmʿṭ),Slightly
למציאת(lmṣyʾt),To find
לשינויים(lšynwyym),For changes
לתחלואה(ltḥlwʾh),For a morbidity
וייתכן(wyytkn),And may
ההחלטות(hhḥlṭwt),The decisions
ראייה(rʾyyh),Vision
הנזק(hnzq),The damage
בצרפתית(vṣrptyt),In French
חמים(ḥmym),warm
מסקנות(msqnwt),Conclusions
נצחיה(nṣḥyh),Her eternity
גרמו(grmw),Have caused
גנים(gnym),Genes
ואב(wʾv),And a father
מתואר(mtwʾr),described
מבוא(mvwʾ),introduction
בכוונה(vkwwnh),Intentionally
רוצחים(rwṣḥym),Killers
מהעולם(mhʿwlm),From the world
שפשוט(špšwṭ),Just
באוטובוס(vʾwṭwvws),On the bus
דינה(dynh),Dina
נער(nʿr),boy
הקיר(hqyr),The wall
מוסר(mwsr),moral
הטקס(hṭqs),The ceremony
זלמן(zlmn),Zalman
אמירה(ʾmyrh),statement
הלשון(hlšwn),The tongue
לתשובה(ltšwvh),For an answer
העצים(hʿṣym),The trees
עיניי(ʿynyy),My eyes
חוט(ḥwṭ),wire
תכשיטים(tkšyṭym),jewelry
צבעוני(ṣvʿwny),tulip
אנה(ʾnh),Anna
אהבו(ʾhvw),Loved
איבר(ʾyvr),organ
למדוד(lmdwd),measure
תלויה(tlwyh),Depends on
בהדרגה(vhdrgh),gradually
רכוש(rkwš),property
ירון(yrwn),Yaron
הסמוך(hsmwk),Next
בכניסה(vknysh),At the entrance
ואחריו(wʾḥryw),Followed by
ציונים(ṣywnym),Grades
רעב(rʿv),hunger
בחפירות(vḥpyrwt),In excavations
זיוף(zywp),forgery
מפוקפק(mpwqpq),questionable
ההתיישבות(hhtyyšvwt),The settlement
המורדים(hmwrdym),The rebels
שעשו(šʿšw),Who made
המטבעות(hmṭvʿwt),The coins
שנמצאו(šnmṣʾw),Found
לחסל(lḥsl),eliminate
ידיו(ydyw),His hands
מצור(mṣwr),siege
הרומי(hrwmy),Roman
בקרבות(vqrvwt),In the battles
למוות(lmwwt),To death
מסדר(msdr),order
ובראשונה(wvrʾšwnh),And first
הציונות(hṣywnwt),Zionism
ברצח(vrṣḥ),In the murder
ישנים(yšnym),Are old
הקריאה(hqryʾh),Reading
מקומיות(mqwmywt),Local
במוח(vmwḥ),In the brain
פז(pz),Paz
מצויינת(mṣwyynt),Excellent
הבשר(hvšr),The meat
מודרני(mwdrny),modern
והרבה(whrvh),And a lot
נאס(nʾs),Nas
כאיש(kʾyš),As a man
דרושה(drwšh),Required
לדווח(ldwwḥ),To report
הבאתי(hvʾty),I brought
הזווית(hzwwyt),Angle
הטורניר(hṭwrnyr),The tournament
הסיום(hsywm),The finish
הנתון(hntwn),The figure
שידוע(šydwʿ),Known
ווקר(wwqr),Walker
העתיק(hʿtyq),The ancient
חוכמה(ḥwkmh),Wisdom
להכיל(lhkyl),contain
בפעולה(vpʿwlh),in action
עוקב(ʿwqv),following
אזרחית(ʾzrḥyt),Civilian
בינה(vynh),wisdom
הגיון(hgywn),logic
להכרה(lhkrh),To recognize
קנדי(qndy),Canadian
קנדה(qndh),Canada
עסקה(ʿsqh),transaction
המתנגדים(hmtngdym),Opponents
נובע(nwvʿ),Derived from
קובעת(qwvʿt),Determines
יימצא(yymṣʾ),Will be found
החוקה(hḥwqh),The constitution
בסרטי(vsrṭy),In the movies
שנערכו(šnʿrkw),Made
שמותר(šmwtr),Allowed
תורם(twrm),donor
באתרי(vʾtry),On the sites
נסו(nsw),Try
קורבן(qwrvn),Victim
הצער(hṣʿr),The grief
כוונת(kwwnt),Intention
האסלאם(hʾslʾm),Islam
גמישות(gmyšwt),flexibility
בנקודה(vnqwdh),At a point
ובאופן(wvʾwpn),And in a way
הגאולה(hgʾwlh),Redemption
אשכנז(ʾšknz),Ashkenaz
לחדש(lḥdš),renew
גלויות(glwywt),openly
ברצוני(vrṣwny),I would like to
יפות(ypwt),Beautiful
הקדיש(hqdyš),Dedicated
גרידא(grydʾ),Purely
הסובייטית(hswvyyṭyt),Soviet
בטבע(vṭvʿ),In nature
פלסטיק(plsṭyq),Plastic
שימושים(šymwšym),Uses
זוהר(zwhr),shine
לתקשר(ltqšr),To communicate
שיצר(šyṣr),Who created
רוג(rwg),Roga
טיסה(ṭysh),flight
לאלבום(lʾlvwm),To the album
ממי(mmy),From whom
יחידת(yḥydt),Unit
טכנולוגיה(ṭknwlwgyh),technology
מוזכרים(mwzkrym),Are mentioned
בתפקידים(vtpqydym),In the roles
הספה(hsph),The couch
קצינים(qṣynym),Officers
פלדה(pldh),steel
בפורום(vpwrwm),In the forum
החסידות(hḥsydwt),Hasidism
הערוץ(hʿrwṣ),The channel
זדון(zdwn),malice
חתום(ḥtwm),signed
השתלמות(hštlmwt),advanced study
לממש(lmmš),realize
מצריך(mṣryk),Requires
ותוך(wtwk),And by
ממשרד(mmšrd),From office
במידע(vmydʿ),In information
שהה(šhh),Stayed
משתתף(mšttp),participant
רישוי(ryšwy),Licensing
באירועים(vʾyrwʿym),At events
ניצולי(nyṣwly),Survivors
מד(md),gauge
לעת(lʿt),For now
תעשייה(tʿšyyh),Industry
תדאג(tdʾg),Will worry about
נראתה(nrʾth),Looked
מתנה(mtnh),gift
למקומות(lmqwmwt),To places
זכרון(zkrwn),memory
שלג(šlg),snow
אמצא(ʾmṣʾ),I will find
בקש(vqš),Request
הבופלו(hvwplw),The Buffalo
מתנות(mtnwt),Gifts
הבחנה(hvḥnh),distinction
לירח(lyrḥ),To the moon
שומעת(šwmʿt),Hears
צדקה(ṣdqh),charity
פרשים(pršym),Case
לנוע(lnwʿ),move
יאשק(yʾšq),Yak
הקטנות(hqṭnwt),The little ones
אחלה(ʾḥlh),Any
מכה(mkh),blow
בצפיפות(vṣpypwt),Densely
לקיומו(lqywmw),For its existence
חור(ḥwr),hole
הירוק(hyrwq),The green
לנוסח(lnwsḥ),To formulate
ירודה(yrwdh),Poor
בתיאטרון(vtyʾṭrwn),In the theater
חיסול(ḥyswl),Elimination
אינדקס(ʾyndqs),index
תשים(tšym),Put
ויקיחדשות(wyqyḥdšwt),And rendered
במכון(vmkwn),At Institute
חפירות(ḥpyrwt),Excavations
ארכאולוגיות(ʾrkʾwlwgywt),Archaeologies
והוספתי(whwspty),And I added
הויקיפדים(hwyqypdym),The Wikipedia
הוכתר(hwktr),Was crowned
לקורס(lqwrs),For a course
יליד(ylyd),aborigine
בוסניה(vwsnyh),Bosnia
לדרגת(ldrgt),To the rank
לימודים(lymwdym),Studies
שנויות(šnwywt),Are
בהצבעות(vhṣvʿwt),In votes
נסיונות(nsywnwt),Attempts
התיישבות(htyyšvwt),Settlement
סגנונות(sgnwnwt),Styles
מוחקים(mwḥqym),Erased
פורמט(pwrmṭ),format
ארז(ʾrz),cedar
שלפנינו(šlpnynw),Before us
דואל(dwʾl),Duel
הימי(hymy),Naval
חיוג(ḥywg),dialing
שורשים(šwršym),Roots
הנוהל(hnwhl),The procedure
משטר(mšṭr),regime
נפגעה(npgʿh),Has been injured
הקומיקס(hqwmyqs),The comic
ולהרחיב(wlhrḥyv),And expand
פלישה(plyšh),invasion
הצבאות(hṣvʾwt),The armies
כפילות(kpylwt),duplication
הפליטים(hplyṭym),The refugees
כיה(kyh),Soak
שבוצע(švwṣʿ),Performed
מתמטי(mtmṭy),Mathematical
בעריכת(vʿrykt),In editing
סטטיסטיקה(sṭṭysṭyqh),statistics
אעיר(ʾʿyr),I will comment
המודיעין(hmwdyʿyn),Intelligence
מסמכים(msmkym),Documents
הבהרה(hvhrh),clarification
מדענים(mdʿnym),Scientists
קפלר(qplr),Kepler
הקורס(hqwrs),The course
ביפו(vypw),In Jaffa
ממרכז(mmrkz),From the center
הלטינית(hlṭynyt),Latin
בקורס(vqwrs),In the course
אינפלציה(ʾynplṣyh),inflation
תרגם(trgm),translation
גרין(gryn),Green
תאוצה(tʾwṣh),acceleration
שהתבנית(šhtvnyt),That the pattern
הסגר(hsgr),blockade
מתקן(mtqn),device
העריכות(hʿrykwt),The edits
מנהטן(mnhṭn),Manhattan
זמר(zmr),singer
אקדמי(ʾqdmy),academic
טיוטה(ṭywṭh),draft
הקיסרות(hqysrwt),Empire
הרשיון(hršywn),The license
אלדד(ʾldd),Eldad
עצמים(ʿṣmym),Objects
נדפס(ndps),Printed
אנרכיזם(ʾnrkyzm),Anarchism
גלית(glyt),Goliath
ויקיפדיות(wyqypdywt),Wikipedia
משתדל(mštdl),Tries
שביעי(švyʿy),seventh
פרויד(prwyd),Freud
טבלאות(ṭvlʾwt),Tables
מכהן(mkhn),Serves
בנוסח(vnwsḥ),In a word
כנס(kns),conference
אגד(ʾgd),bundle
גנטי(gnṭy),genetic
מקורו(mqwrw),Originated
האזרחי(hʾzrḥy),Civilian
שטות(šṭwt),nonsense
שקול(šqwl),Consider
זלזול(zlzwl),contempt
דניס(dnys),Dennis
מתמטית(mtmṭyt),Mathematical
עריכת(ʿrykt),Editing
לנקות(lnqwt),clean
שומרון(šwmrwn),Samaria
לקישור(lqyšwr),For a link
לתוכן(ltwkn),For content
סי(sy),si
ליחס(lyḥs),To attitude
מיפוי(mypwy),Mapping
הגרעין(hgrʿyn),The nucleus
פרו(prw),Peru
שיכתוב(šyktwv),To write
פיתרון(pytrwn),A solution
ספוילרים(spwylrym),ספוילרים
ידנית(ydnyt),Manually
אופטית(ʾwpṭyt),Optical
משער(mšʿr),A guess
חותמים(ḥwtmym),Signs
עודדי(ʿwddy),Oded
אצליח(ʾṣlyḥ),I will succeed
הרס(hrs),destruction
אעלה(ʾʿlh),I will come up
פייר(pyyr),Pierre
צודקים(ṣwdqym),Right
החלקיקים(hḥlqyqym),The particles
שקרים(šqrym),Lies
משתייכים(mštyykym),Belong to
זעירה(zʿyrh),Tiny
גברי(gvry),male
מסה(msh),mass
הפסיק(hpsyq),Stopped
השלמים(hšlmym),The whole
המסכה(hmskh),The mask
המרוכבים(hmrwkvym),The rides
נגסאקי(ngsʾqy),Nagasaki
המבקשים(hmvqšym),Applicants
זדורוב(zdwrwv),Zdorov
סולימאני(swlymʾny),Suleimani
הרחפת(hrḥpt),Hovering
שסק(šsq),loquat
בדרכים(vdrkym),On the way
מיץ(myṣ),juice
מלאות(mlʾwt),fullness
לצפון(lṣpwn),To the north
ובצדק(wvṣdq),And rightly
בפרשה(vpršh),In the affair
נפגע(npgʿ),injured
האשמה(hʾšmh),accusation
מדהימה(mdhymh),Amazing
ולנסות(wlnswt),And try
מני(mny),Manny
תיקונים(tyqwnym),Repairs
שהבאתי(šhvʾty),Which I have brought
התוספות(htwspwt),addition
קוראת(qwrʾt),Reads
מפעלים(mpʿlym),Factories
לעצב(lʿṣv),design
למכור(lmkwr),sell
נמכר(nmkr),Sold
שאומרים(šʾwmrym),Who say
בסכום(vskwm),In the amount
הסכום(hskwm),The amount
חיצונית(ḥyṣwnyt),External
מרשימה(mršymh),Impressive
שהכי(šhky),Most
להיפגש(lhypgš),Meet
ישבה(yšvh),Sitting
מבקר(mvqr),controller
הגבלות(hgvlwt),Restrictions
לבחירת(lvḥyrt),To choose
לחלץ(lḥlṣ),rescue
בטיחות(vṭyḥwt),safety
לנקודה(lnqwdh),To a point
עוסקת(ʿwsqt),Engages
לכפות(lkpwt),force
הנהלת(hnhlt),The management
במוסדות(vmwsdwt),In institutions
שו(šw),Shaw
תמצאו(tmṣʾw),You will find
מעלים(mʿlym),Raises
תוכנות(twknwt),Software
ילדיהם(yldyhm),Their children
השוליים(hšwlyym),The margins
חדרי(ḥdry),ventricular
מבוגרים(mvwgrym),Adults
חרדיות(ḥrdywt),Haredi
שבארצות(švʾrṣwt),In the countries
משטרת(mšṭrt),Police
למשפחות(lmšpḥwt),To families
ופשוט(wpšwṭ),And just
יעד(yʿd),target
פלוס(plws),plus
בהוצאה(vhwṣʾh),In an expense
בספרים(vsprym),In the books
הניצחון(hnyṣḥwn),The victory
עומר(ʿwmr),Omar
בקריית(vqryyt),In Kiryat
מוצקין(mwṣqyn),Motzkin
מהחיים(mhḥyym),From life
דיבור(dyvwr),Speech
המנהלים(hmnhlym),The executives
מוח(mwḥ),brain
דחה(dḥh),Rejected
מצבם(mṣvm),Their condition
הפיכת(hpykt),Becoming
חייבות(ḥyyvwt),Must
שמצאתי(šmṣʾty),Which I found
הכלכלית(hklklyt),Economic
אוקטובר(ʾwqṭwvr),October
המנחה(hmnḥh),The facilitator
אויבים(ʾwyvym),Enemies
הגרעיני(hgrʿyny),The nuclei
וכאן(wkʾn),And here
תרבותי(trvwty),cultural
סדנאות(sdnʾwt),Workshops
רבע(rvʿ),quarter
תעשו(tʿšw),Do
הספק(hspq),power
האלוף(hʾlwp),The champion
יואב(ywʾv),Yoav
מהמקרים(mhmqrym),From the cases
מעמדו(mʿmdw),His status
נציב(nṣyv),commissioner
הסופית(hswpyt),The final
שווים(šwwym),Equal
הנדרש(hndrš),Required
מניעת(mnyʿt),Preventing
בעשרות(vʿšrwt),In tens
התרופה(htrwph),The drug
הראו(hrʾw),Have shown
שקיבלו(šqyvlw),Who received
חסימת(ḥsymt),Blocking
אמות(ʾmwt),Cubits
מהתקופה(mhtqwph),From the period
טוענת(ṭwʿnt),Loading
ולעיתים(wlʿytym),And sometimes
ההקשר(hhqšr),The context
היסטוריונים(hysṭwrywnym),Historians
ההיסטוריונים(hhysṭwrywnym),Historians
שרבים(šrvym),That many
ימות(ymwt),Will die
בסוד(vswd),In a secret
אזי(ʾzy),then
אקראי(ʾqrʾy),random
לפענח(lpʿnḥ),decipher
רונלד(rwnld),Ronald
ארד(ʾrd),bronze
גורל(gwrl),fate
בדבריו(vdvryw),In his words
יכלה(yklh),Could
מג(mg),Mega
פוסק(pwsq),arbiter
בטן(vṭn),stomach
להפגין(lhpgyn),demonstrate
רגשות(rgšwt),Emotions
כרוך(krwk),bound
משנים(mšnym),Change
ריבוי(ryvwy),Plurality
שהרי(šhry),Since
מתפתח(mtptḥ),developing
ההנחיות(hhnḥywt),The guidelines
נגרם(ngrm),Caused
רפואיות(rpwʾywt),Medical
רועי(rwʿy),Roy
מחודשת(mḥwdšt),Renewed
באחריות(vʾḥrywt),It is a responsibility
פעלה(pʿlh),Has been operating
כלכליים(klklyym),Economic
הנוהג(hnwhg),The driver
המרכיבים(hmrkyvym),The ingredients
בריאן(vryʾn),Brian
לפרוש(lprwš),spread
נישאו(nyšʾw),Were married
ושלושה(wšlwšh),And three
שווי(šwwy),value
בקבוצות(vqvwṣwt),In groups
שלמעשה(šlmʿšh),That actually
ריאל(ryʾl),real
מדריד(mdryd),Madrid
אחוזי(ʾḥwzy),A percentage
לוחץ(lwḥṣ),Pressed
שמעולם(šmʿwlm),Who never
השפיעו(hšpyʿw),Have influenced
מוזרה(mwzrh),Strange
ויהיה(wyhyh),And there will be
בשבועות(všvwʿwt),In weeks
ונגד(wngd),And against
מערבית(mʿrvyt),Western
בינוני(vynwny),medium
האריס(hʾrys),Harris
מקדם(mqdm),coefficient
להט(lhṭ),glow
פנסילבניה(pnsylvnyh),Pennsylvania
חלקן(ḥlqn),Some
שידורי(šydwry),Broadcasts
התעמולה(htʿmwlh),Propaganda
דרעי(drʿy),Deri
יופיע(ywpyʿ),Will appear
שהרב(šhrv),That the rabbi
גרפיקה(grpyqh),graphics
איתנו(ʾytnw),with us
המיון(hmywn),Sort
מיון(mywn),sorting
סגר(sgr),closure
עדכון(ʿdkwn),updating
יואל(ywʾl),Joel
שלמות(šlmwt),integrity
בהלכה(vhlkh),In Halacha
בשוגג(všwgg),Inadvertently
הספרייה(hspryyh),The library
עודכן(ʿwdkn),Updated
בחורף(vḥwrp),In winter
יהודיות(yhwdywt),Jewish
דחו(dḥw),Reject
השמחה(hšmḥh),The joy
שומעים(šwmʿym),Hear
מגדר(mgdr),Gender
אפשרה(ʾpšrh),Enabled
לטייל(lṭyyl),To travel
בליווי(vlywwy),Accompanied by
כרמל(krml),Carmel
לתל(ltl),To the Tel
באישור(vʾyšwr),In approval
מתקפת(mtqpt),An offensive
שמץ(šmṣ),trace
פופולריות(pwpwlrywt),popularity
עשירים(ʿšyrym),Rich
תה(th),tea
נמוכות(nmwkwt),Low
בברוקלין(vvrwqlyn),In Brooklyn
ליבה(lyvh),Core
מאליו(mʾlyw),For granted
עוררה(ʿwrrh),Has aroused
מבקרים(mvqrym),Visitors
דאג(dʾg),Worried about
שמתאים(šmtʾym),That fits
בטקס(vṭqs),In the ceremony
שכמעט(škmʿṭ),Who almost
כשנתיים(kšntyym),About two years
דיפלומטית(dyplwmṭyt),Diplomatic
שמיר(šmyr),dill
מלכים(mlkym),Kings
ונסון(wnswn),Venson
ציינה(ṣyynh),Noted
וצרפת(wṣrpt),And France
ל־(l־),to-
לבטח(lvṭḥ),insure
פשיטת(pšyṭt),A raid
שטרם(šṭrm),Yet
תעזור(tʿzwr),Will help
דמוי(dmwy),like
מעץ(mʿṣ),A wooden
החופשי(hḥwpšy),Free
נוהל(nwhl),procedure
הציוד(hṣywd),The equipment
משחית(mšḥyt),destructive
מודרניים(mwdrnyym),Modern
הא(hʾ),Ha
לכמות(lkmwt),For quantity
יעבוד(yʿvwd),Will work
לבעיות(lvʿywt),For problems
