hebrew,count,english_translation
הרחפת,14,Hovering
שסק,14,loquat
בדרכים,13,On the way
מיץ,13,juice
מלאות,13,fullness
לצפון,13,To the north
ובצדק,13,And rightly
בפרשה,13,In the affair
נפגע,13,injured
האשמה,13,accusation
מדהימה,13,Amazing
ולנסות,13,And try
מני,13,Manny
תיקונים,13,Repairs
שהבאתי,13,Which I have brought
התוספות,13,addition
קוראת,13,Reads
מפעלים,13,Factories
לעצב,13,design
למכור,13,sell
נמכר,13,Sold
שאומרים,13,Who say
בסכום,13,In the amount
הסכום,13,The amount
חיצונית,13,External
מרשימה,13,Impressive
שהכי,13,Most
להיפגש,13,Meet
ישבה,13,Sitting
מבקר,13,controller
הגבלות,13,Restrictions
לבחירת,13,To choose
לחלץ,13,rescue
בטיחות,13,safety
לנקודה,13,To a point
עוסקת,13,Engages
לכפות,13,force
הנהלת,13,The management
במוסדות,13,In institutions
שו,13,Shaw
תמצאו,13,You will find
מעלים,13,Raises
תוכנות,13,Software
ילדיהם,13,Their children
השוליים,13,The margins
חדרי,13,ventricular
מבוגרים,13,Adults
חרדיות,13,Haredi
שבארצות,13,In the countries
משטרת,13,Police
למשפחות,13,To families
ופשוט,13,And just
יעד,13,target
פלוס,13,plus
בהוצאה,13,In an expense
בספרים,13,In the books
הניצחון,13,The victory
עומר,13,Omar
בקריית,13,In Kiryat
מוצקין,13,Motzkin
מהחיים,13,From life
דיבור,13,Speech
המנהלים,13,The executives
מוח,13,brain
דחה,13,Rejected
מצבם,13,Their condition
הפיכת,13,Becoming
חייבות,13,Must
שמצאתי,13,Which I found
הכלכלית,13,Economic
אוקטובר,13,October
המנחה,13,The facilitator
אויבים,13,Enemies
הגרעיני,13,The nuclei
וכאן,13,And here
תרבותי,13,cultural
סדנאות,13,Workshops
רבע,13,quarter
תעשו,13,Do
הספק,13,power
האלוף,13,The champion
יואב,13,Yoav
מהמקרים,13,From the cases
מעמדו,13,His status
נציב,13,commissioner
הסופית,13,The final
שווים,13,Equal
הנדרש,13,Required
מניעת,13,Preventing
בעשרות,13,In tens
התרופה,13,The drug
הראו,13,Have shown
שקיבלו,13,Who received
חסימת,13,Blocking
אמות,13,Cubits
מהתקופה,13,From the period
טוענת,13,Loading
ולעיתים,13,And sometimes
ההקשר,13,The context
היסטוריונים,13,Historians
ההיסטוריונים,13,Historians
שרבים,13,That many
ימות,13,Will die
בסוד,13,In a secret
אזי,13,then
אקראי,13,random
לפענח,13,decipher
רונלד,13,Ronald
ארד,13,bronze
גורל,13,fate
בדבריו,13,In his words
יכלה,13,Could
מג,13,Mega
פוסק,13,arbiter
בטן,13,stomach
להפגין,13,demonstrate
רגשות,13,Emotions
כרוך,13,bound
משנים,13,Change
ריבוי,13,Plurality
שהרי,13,Since
מתפתח,13,developing
ההנחיות,13,The guidelines
נגרם,13,Caused
רפואיות,13,Medical
רועי,13,Roy
מחודשת,13,Renewed
באחריות,13,It is a responsibility
פעלה,13,Has been operating
כלכליים,13,Economic
הנוהג,13,The driver
המרכיבים,13,The ingredients
בריאן,13,Brian
לפרוש,13,spread
נישאו,13,Were married
ושלושה,13,And three
שווי,13,value
בקבוצות,13,In groups
שלמעשה,13,That actually
ריאל,13,real
מדריד,13,Madrid
אחוזי,13,A percentage
לוחץ,13,Pressed
שמעולם,13,Who never
השפיעו,13,Have influenced
מוזרה,13,Strange
ויהיה,13,And there will be
בשבועות,13,In weeks
ונגד,13,And against
מערבית,13,Western
בינוני,13,medium
האריס,13,Harris
מקדם,13,coefficient
להט,13,glow
פנסילבניה,13,Pennsylvania
חלקן,13,Some
שידורי,13,Broadcasts
התעמולה,13,Propaganda
דרעי,13,Deri
יופיע,13,Will appear
שהרב,13,That the rabbi
גרפיקה,13,graphics
איתנו,13,with us
המיון,13,Sort
מיון,13,sorting
סגר,13,closure
עדכון,13,updating
יואל,13,Joel
שלמות,13,integrity
בהלכה,13,In Halacha
בשוגג,13,Inadvertently
הספרייה,13,The library
עודכן,13,Updated
בחורף,13,In winter
יהודיות,13,Jewish
דחו,13,Reject
השמחה,13,The joy
שומעים,13,Hear
מגדר,13,Gender
אפשרה,13,Enabled
לטייל,13,To travel
בליווי,13,Accompanied by
כרמל,13,Carmel
לתל,13,To the Tel
באישור,13,In approval
מתקפת,13,An offensive
שמץ,13,trace
פופולריות,13,popularity
עשירים,13,Rich
תה,13,tea
נמוכות,13,Low
בברוקלין,13,In Brooklyn
ליבה,13,Core
מאליו,13,For granted
עוררה,13,Has aroused
מבקרים,13,Visitors
דאג,13,Worried about
שמתאים,13,That fits
בטקס,13,In the ceremony
שכמעט,13,Who almost
כשנתיים,13,About two years
דיפלומטית,13,Diplomatic
שמיר,13,dill
מלכים,13,Kings
ונסון,13,Venson
ציינה,13,Noted
וצרפת,13,And France
ל־,13,to-
לבטח,13,insure
פשיטת,13,A raid
שטרם,13,Yet
תעזור,13,Will help
דמוי,13,like
מעץ,13,A wooden
החופשי,13,Free
נוהל,13,procedure
הציוד,13,The equipment
משחית,13,destructive
מודרניים,13,Modern
הא,13,Ha
לכמות,13,For quantity
יעבוד,13,Will work
לבעיות,13,For problems
להסתמך,13,Rely
שאדם,13,That man
השפלה,13,humiliation
דצמבר,13,December
נטען,13,loaded
עצומות,13,Trees
המומלץ,13,Recommended
עמיתים,13,Peers
פחותה,13,Less
לדירה,13,To the apartment
מכסה,13,cover
עגל,13,calf
קרח,13,ice
זית,13,olive
ענפי,13,Branches
שעולה,13,Rising
שבועי,13,weekly
האצ,13,Hazel
נדירות,13,rarity
תכנן,13,Plan
נפרדות,13,Separate
סתירות,13,סתירות
קתולית,13,Catholic
הרדיו,13,Radio
בבת,13,In a daughter
מחובר,13,connected
המרכזיים,13,The central
המחבר,13,The author
לקולנוע,13,To cinema
מרתק,13,exciting
מרכיבים,13,Components
הלימוד,13,Study
אמונה,13,faith
בנויה,13,Built
גרר,13,drag
במדי,13,In the uniform
מושך,13,attractive
הוקרה,13,recognition
ישנות,13,Are old
לאה,13,To a li
קלישאה,13,A cliche
מעודכן,13,updated
נחוצה,13,Necessary
בסוג,13,In the type
זהירות,13,caution
צופה,13,viewer
הולדת,13,birth
במטבח,13,In the kitchen
רגלים,13,Feet
היפה,13,The beautiful
הזכוכית,13,The glass
המבקרים,13,Visitors
עיקריים,13,Main
בנגב,13,In the Negev
מדיה,13,Media
הקשת,13,The bow
המטבח,13,The kitchen
שערי,13,Gates
בסיסיים,13,Basic
התכונות,13,The features
מיתוס,13,myth
לחשב,13,calculate
וייס,13,Weiss
גוטמן,13,Gutman
העולה,13,Rising
בחינת,13,Examination
מגילת,13,A scroll
ליבוביץ,13,Leibowitz
מכפי,13,From
ביהודה,13,In Judea
המעמד,13,The class
מיכה,13,Micah
שנוכל,13,That we can
לעם,13,To the people
בדירה,13,In the apartment
שמעה,13,Heard
ואמרה,13,And said
סוגיה,13,issue
הגיונית,13,Logical
בהווה,13,In the present
אקראית,13,Random
משלב,13,Incorporate
בז,13,falcon
נחמדה,13,Nice
נשארים,13,Are left
ברח,13,Fled
הרשמית,13,The official
עמית,13,colleague
אבטחת,13,Secure
הארגונים,13,The organizations
מחצי,13,From half
לגרמניה,13,To Germany
ולהמשיך,13,And continue
הגיב,13,Responded
לכולנו,13,To all of us
יהפוך,13,Will become
יקום,13,universe
לסוג,13,type
מוזיקלי,13,Musical
אקבל,13,I will receive
בתמורה,13,In return
שכזו,13,Such
שופט,13,judge
לכוח,13,To force
מוסרית,13,Moral
פרסומים,13,Publications
האפשרויות,13,The options
נהוגה,13,Practiced
ואלה,13,Walla
רשאית,13,May
שנקבעו,13,Prescribed
סובל,13,suffering
הועלו,13,Have been raised
נהיגה,13,driving
מעצם,13,Bone
ורצוי,13,And desirable
לברית,13,To the alliance
למאבק,13,To the fight
מגוחך,13,ridiculous
הגה,13,wheel
בשעת,13,In the time
אינסוף,13,infinite
הביטלס,13,The Beatles
המוצא,13,The origin
עמדות,13,Attitudes
רחוקים,13,Distant
אדמות,13,Lands
החופש,13,The freedom
בשבילו,13,For him
שרי,13,sherry
קח,13,Take
הקצרים,13,Shorts
הצנזורה,13,The censorship
רפאל,13,Raphael
התחום,13,The field
פילוסוף,13,philosopher
האחר,13,The other
הנוצרית,13,Christian
בשיר,13,In the song
שהעניין,13,That interest
לחברים,13,To friends
מיין,13,My
חלשה,13,Weak
היכל,13,The hall
החטיבה,13,The brigade
דרש,13,Required
המכיל,13,Containing
לתנועת,13,For the movement
הרוסים,13,The Russians
הפרשה,13,The secretion
תביעת,13,A claim
קטעי,13,Excerpts
במוסד,13,In the institution
המלצות,13,Recommendations
הייצור,13,Production
לשכת,13,Bureau
מועצה,13,Council
המשוער,13,The estimated
המבחן,13,The test
להרכיב,13,assemble
הרצאות,13,Lectures
בתפקוד,13,In function
בשבילך,13,For you
פרצו,13,Broke out
חלון,13,window
לפתע,13,suddenly
האביב,13,Spring
היער,13,The forest
בודאי,13,certainly
נפרדים,13,Separate
חופשה,13,freedom
הנסיכות,13,The princesses
זקנה,13,old age
בתודה,13,In thanks
שזוהי,13,Which is
טוש,13,March
אוצר,13,curator
לספור,13,count
בהיר,13,bright
מהתבלין,13,From the spice
עזרו,13,Help
אבחון,13,diagnosis
גזענות,13,racism
שכנה,13,A neighbor
וכעת,13,And now
להקדיש,13,Devote
מתכוונת,13,Mean
הפלמ,13,The flame
שיפורים,13,Improvements
התותחנים,13,The Gunners
חלוקים,13,Disagreements
פרנץ,13,Franz
התוכל,13,Capable
והרצגובינה,13,And Herzgovina
מפרץ,13,bay
כמרכז,13,As a center
המקובלים,13,The Kabbalists
הצרפתים,13,The French
דוברי,13,Speaking
לקידום,13,To promote
נפוצים,13,Common
בקטגוריות,13,In categories
הלוגיקה,13,Logic
יכתוב,13,Will write
אזרחיה,13,Its citizens
לקישורים,13,For links
השישית,13,Sixth
פלסטין,13,Palestine
הייעוץ,13,Consulting
ממייסדי,13,From the founders
ושומרון,13,And Samaria
ציונית,13,Zionist
אייכמן,13,Eichmann
העלתי,13,I have brought up
הפסטיבל,13,The festival
יווצר,13,Will be created
אביעד,13,Aviad
הפיזיקה,13,The physics
לפריז,13,To Paris
באמנות,13,In art
ממפעילים,13,From operators
ביקורות,13,Reviews
ההצבעות,13,Votes
מפורש,13,explicit
ספורטאים,13,Athletes
ויקפדיה,13,Wikipedia
הקצרמר,13,The short
טענתי,13,I claimed
בכנסייה,13,In the church
פסבדו,13,pseudo
סוריה,13,Syria
הלוי,13,Halevi
לבכם,13,Your heart
מימין,13,to the right
וירג,13,Virg
יניה,13,Yi
ילדותו,13,His childhood
וילסון,13,Wilson
הנצחה,13,Commemorative
אבות,13,patriarchs
השביעית,13,Seventh
שהתקבל,13,Obtained
להבנה,13,To an understanding
האוסקר,13,The Oscar
כרונולוגית,13,Chronological
הפונקציה,13,The function
דיוקן,13,portrait
תנ,13,Tin
בכוונתי,13,I intended
לרמוז,13,imply
הרובע,13,The borough
מהפך,13,reverse
השחורה,13,Black
טרנסניסטריה,13,Transnorial
הרחוק,13,The distant
שמבין,13,Who understands
צלם,13,photographer
שיצרתי,13,That I created
חלופי,13,alternative
גרנט,13,Grant
בפתיח,13,In an opening
למובחר,13,To the selected
מייסד,13,Founder
המגן,13,The shield
שתוכל,13,That you can
כלכלת,13,Economy
באסלאם,13,In Islam
נקראים,13,Are called
זבולון,13,Zebulun
גנרל,13,general
רבני,13,rabbinical
האין,13,No
בניינים,13,Buildings
זרימה,13,flow
ספרדי,13,Spanish
במתמטיקה,13,In math
תפילין,13,Tefillin
במוזיקה,13,In music
חשוד,13,suspect
עטיפת,13,A wrapping
בתעתיק,13,In a transcript
כשם,13,As the same
וכדאי,13,And worthwhile
לנוכח,13,In view of
מדווח,13,Reports
כמלך,13,As a king
חפש,13,Search
חגים,13,Holidays
כוחה,13,Attorney
שויקיפדיה,13,Wikipedia
בפסטיבל,13,At the festival
שאמרת,13,That you said
קליפ,13,Clip
ממשי,13,real
נוהגת,13,Drive
מותה,13,A death
היווני,13,Greek
ועליו,13,With him
אופנהיימר,13,Oppenheimer
קדומים,13,Ancients
הארכיון,13,The archive
הופסק,13,Has been discontinued
פלורידה,13,Florida
מתקיימות,13,Take place
הסינגל,13,The single
נחום,13,Nahum
לוחצים,13,Press
תרגמת,13,You have translated
הלוח,13,The board
יורש,13,successor
הצגה,13,presentation
עובדתית,13,factually
קרינת,13,Radiation
לבאר,13,explain
שוורץ,13,Schwartz
גוונא,13,Gona
טבעת,13,ring
דני,13,Danish
סגורים,13,Are closed
חסם,13,Blocked
ברבי,13,Barbie
מדר,13,Mad
אייזק,13,Isaac
אחרונה,13,Last
להקת,13,A band
זכורה,13,Remember
ההיגוי,13,The steering
תכונה,13,attribute
נדב,13,Nadav
יורדת,13,Down
מרפא,13,cure
דורון,13,Doron
הקוסמית,13,The cosmic
סאסיץ,13,Sasitz
בפצצת,13,In the bomb
לייבניץ,13,Leibniz
זיקינגן,13,Zicingen
הילית,13,You have been
הקפואה,13,Frozen
רואי,13,Roy
שוקולד,12,chocolate
ימינה,12,right
השארתי,12,I have left
לסיבוב,12,For a round
נפלה,12,Fell
ממתין,12,waiting
ולהשאיר,12,And leave
משתמשת,12,User
שקר,12,lie
אינסופית,12,Infinite
קץ,12,end
אמשיך,12,I will continue
החומרים,12,The materials
ששמעתי,12,I have heard
ומצד,12,And on the other hand
בחוסר,12,In a lack of
הבסיסי,12,The basic
נייר,12,Paper
שכאן,12,That here
ירצה,12,Will want
הכרתי,12,conscious
פגיעות,12,vulnerability
ההופעה,12,The performance
מישהי,12,Someone
להיום,12,For today
אצלו,12,With him
לגבר,12,To a man
ענין,12,matter
בארבע,12,In four
מוסמך,12,certified
הגיש,12,Filed
הנוגעים,12,Concerned
מינוי,12,Appointment
שעלה,12,That rose
הפרט,12,The individual
שהילדים,12,That the children
להצליח,12,succeed
מונע,12,driven
ותשובות,12,And answers
שמשון,12,Samson
יחדיו,12,together
ממושך,12,long
להקשיב,12,listen
בולטים,12,Prominent
גולש,12,surfer
משפחתית,12,Family
המוקדמת,12,The early
לכלי,12,To a vessel
למקרה,12,In case
זמנים,12,Times
לטיול,12,For a trip
חוברת,12,booklet
לאתרי,12,To the sites
לניצחון,12,For victory
בשיח,12,In the discourse
מצפים,12,Look forward to
לגבש,12,consolidate
ורוב,12,And most
הסיני,12,Chinese
מדרום,12,South
גמזו,12,Gamzo
לביקור,12,For a visit
ערביים,12,Arab
חתונה,12,wedding
להגביר,12,boost
שפרסם,12,Published
הקרה,12,The cold
בייג,12,Big
קלף,12,card
בדקה,12,In a minute
נפץ,12,detonator
תרד,12,spinach
מאמן,12,coach
השרון,12,Hasharon
תראו,12,Look
עמידה,12,resistance
בלבנון,12,In Lebanon
בדיעבד,12,In retrospect
המלצה,12,recommendation
לשלול,12,deny
למחלות,12,For illnesses
המחקרים,12,The studies
מתייחסים,12,Refer to
העיכול,12,Digestive
נטייה,12,A tendency
המטפל,12,The therapist
המדענים,12,Scientists
מאוניברסיטת,12,From the University
היומיום,12,Everyday
נתקלים,12,Encounter
לספרות,12,To literature
לפנינו,12,Before us
גאון,12,genius
מתגלה,12,Revealed
מהפכה,12,revolution
